Symbol,Latest,P1D,P1W,P1M,P3M,P6M,P1Y,R1D,R1W,R1M,R3M,R6M,R1Y
NEULANDLAB.NS,13366.0,13366.0,13620.0,13251.0,16598.0,13278.0,11018.2763671875,0.0,-1.8649045521292218,0.8678590295072071,-19.472225569345706,0.6627504142190089,21.307539896204062
AIAENG.NS,3859.60009765625,3859.60009765625,4021.5,3729.89990234375,3839.60009765625,3116.202392578125,3448.364990234375,0.0,-4.025858568786522,3.4773103490257347,0.5208875792093115,23.855886474148118,11.925509874577534
GODREJCP.NS,1234.5999755859375,1234.5999755859375,1217.5999755859375,1235.03173828125,1120.3302001953125,1174.6246337890625,998.6627807617188,0.0,1.3961892526992867,-0.034959643702223306,10.199651439433106,5.105915547114712,23.62531170374251
IDBI.NS,113.12999725341797,113.12999725341797,113.37999725341797,97.41999816894531,100.23999786376953,87.3499984741211,69.89469909667969,0.0,-0.22049744757112652,16.126051508673246,12.859137733788165,29.513450749440633,61.857764201737794
INDIAMART.NS,2213.0,2213.0,2179.5,2194.0,2341.800048828125,2545.800048828125,2026.3682861328125,0.0,1.5370497820601055,0.8659981768459436,-5.500044672583326,-13.0725132549714,9.210157657143439
MAHSEAMLES.NS,533.8499755859375,533.8499755859375,529.5999755859375,508.54998779296875,572.0499877929688,674.4500122070312,594.7902221679688,0.0,0.802492484124059,4.974926437962752,-6.677740236375332,-20.84662081345396,-10.24567054244912
GRANULES.NS,599.5999755859375,599.5999755859375,582.4000244140625,565.0,550.7999877929688,460.3500061035156,520.6582641601562,0.0,2.9532881955455657,6.1238894842367255,8.85983821250762,30.24871676684843,15.161905007523035
NIVABUPA.NS,76.5,76.5,76.5,77.0,75.56999969482422,81.93000030517578,75.2699966430664,0.0,0.0,-0.6493506493506493,1.230647490977133,-6.627609282253048,1.6341217108940806
CHENNPETRO.NS,916.5999755859375,916.5999755859375,908.8499755859375,842.2000122070312,1025.199951171875,633.3499755859375,475.09454345703125,0.0,0.8527259952891079,8.834001697997733,-10.593053136785674,44.722509026380564,92.93001534311183
MUTHOOTFIN.NS,3494.0,3494.0,3456.89990234375,3802.800048828125,3636.0,2757.39990234375,2217.363525390625,0.0,1.0732187423505215,-8.120333566401557,-3.905390539053905,26.713575242754978,57.57452307620486
KIRLOSENG.NS,1392.800048828125,1392.800048828125,1414.50927734375,1092.276611328125,1179.373291015625,903.4092407226562,636.1871337890625,0.0,-1.5347533496840604,27.513491947299546,18.096624659755197,54.171552165438854,118.92930159287518
AKUMS.NS,483.70001220703125,483.70001220703125,487.8500061035156,424.79998779296875,421.54998779296875,481.04998779296875,523.4000244140625,0.0,-0.8506700511558052,13.865354544870684,14.743215802104487,0.5508833762205605,-7.585022994883263
MAHABANK.NS,71.86000061035156,71.86000061035156,68.98999786376953,65.62999725341797,57.80116271972656,53.57541275024414,46.83891677856445,0.0,4.160027301710105,9.49261559904932,24.322759662803385,34.128692475680644,53.419433139491076
JPPOWER.NS,14.390000343322754,14.390000343322754,14.979999542236328,14.75,20.010000228881836,18.559999465942383,13.0600004196167,0.0,-3.9385795523562126,-2.440675638489804,-28.085956128312993,-22.467668333027603,10.183766316793802
GODREJPROP.NS,1770.699951171875,1770.699951171875,1885.0999755859375,1541.199951171875,2090.89990234375,1936.5999755859375,1975.8499755859375,0.0,-6.068644946987707,14.890994502400298,-15.313978005975018,-8.566561319090578,-10.38287455773181
INDIANB.NS,985.8499755859375,985.8499755859375,938.1500244140625,876.4500122070312,851.7999877929688,668.25,505.81707763671875,0.0,5.08446942712247,12.482168047829777,15.73726106058008,47.52711942924617,94.90246952357381
RHIM.NS,440.29998779296875,440.29998779296875,483.6499938964844,418.75,462.6499938964844,485.3546142578125,380.6039733886719,0.0,-8.963094520950996,5.146265741604478,-4.830867048172128,-9.282826440980628,15.684548396276318
CHOLAFIN.NS,1735.0999755859375,1735.0999755859375,1717.0,1641.971923828125,1658.4595947265625,1460.4078369140625,1348.7838134765625,0.0,1.0541628180511065,5.671720107167969,4.621178658983913,18.809275856278443,28.64181481490532
KPIL.NS,1205.4000244140625,1205.4000244140625,1120.800048828125,1107.800048828125,1230.699951171875,1233.4000244140625,916.1376953125,0.0,7.548177364409709,8.810251966425046,-2.055734765709697,-2.2701475146558106,31.57411059293804
YESBANK.NS,20.81999969482422,20.81999969482422,21.239999771118164,20.920000076293945,22.43000030517578,18.780000686645508,17.459999084472656,0.0,-1.9774015104513099,-0.478013294001106,-7.177889382284362,10.862614129877842,19.2439907590811
AUBANK.NS,1002.2000122070312,1002.2000122070312,1022.0499877929688,966.0999755859375,915.3499755859375,750.5999755859375,501.7811584472656,0.0,-1.9421726748220858,3.7366771072734126,9.488178176385372,33.51985675521617,99.72850620941696
CAMPUS.NS,262.6499938964844,262.6499938964844,271.1000061035156,250.39999389648438,260.8999938964844,253.12081909179688,271.0510559082031,0.0,-3.116935454366878,4.892172643208674,0.670755094265865,3.764674450279669,-3.099438953878836
LUPIN.NS,2250.199951171875,2250.199951171875,2226.699951171875,2137.199951171875,2029.4000244140625,1961.5999755859375,2001.0543212890625,0.0,1.05537344569628,5.28729190443971,10.880059332884006,14.712478546994861,12.450717965632984
DELHIVERY.NS,436.75,436.75,432.20001220703125,387.1000061035156,418.3999938964844,464.1000061035156,267.5,0.0,1.0527505008003626,12.826141336512228,4.385756780879775,-5.893127718988937,63.27102803738318
HINDCOPPER.NS,563.4500122070312,563.4500122070312,569.4000244140625,535.0421752929688,313.6471252441406,238.5752410888672,211.96533203125,0.0,-1.0449617056399096,5.309457501832907,79.64456449854144,136.1728776361798,165.82177698943804
HINDZINC.NS,597.3499755859375,597.3499755859375,585.25,698.7000122070312,458.29998779296875,426.6499938964844,401.0755310058594,0.0,2.0674883530008543,-14.505515221182335,30.340386536467207,40.00937164688418,48.937027917868846
KARURVYSYA.NS,336.04998779296875,336.04998779296875,326.0,265.5,247.07000732421875,214.2916717529297,180.1512451171875,0.0,3.082818341401457,26.57250011034605,36.01407610434301,56.818967832040556,86.53769923953058
WELCORP.NS,776.4000244140625,776.4000244140625,805.0999755859375,730.5999755859375,867.9000244140625,882.25,705.9916381835938,0.0,-3.564768605412972,6.268827040596818,-10.542688953347314,-11.997730301608104,9.972977358714692
VEDL.NS,695.0999755859375,695.0999755859375,678.0,684.1500244140625,496.3999938964844,414.9141845703125,397.0643005371094,0.0,2.5221202929111355,1.6005190062301087,40.02819986554806,67.52861228540235,75.05980130816971
JMFINANCIL.NS,132.8800048828125,132.8800048828125,142.80999755859375,128.25999450683594,140.05999755859375,184.08056640625,94.76203155517578,0.0,-6.9532895774380625,3.6020665631093003,-5.126369270981543,-27.814213375703257,40.224943157157085
ABLBL.NS,104.44000244140625,104.44000244140625,109.13999938964844,103.5199966430664,132.22999572753906,134.52000427246094,,0.0,-4.306392683274988,0.8887227861028569,-21.01640640100625,-22.360987864771197,
SOBHA.NS,1455.5999755859375,1455.5999755859375,1487.300048828125,1381.800048828125,1556.9000244140625,1520.800048828125,1142.6937255859375,0.0,-2.1313838634756084,5.340854258935701,-6.506522399615811,-4.287221932457747,27.38321240361686
THELEELA.NS,437.79998779296875,437.79998779296875,442.0,408.04998779296875,427.29998779296875,432.25,,0.0,-0.9502290061156673,7.290773407667441,2.4572900304147347,1.283976354648641,
BANKBARODA.NS,313.1000061035156,313.1000061035156,305.1499938964844,296.1499938964844,284.1499938964844,242.77000427246094,199.2241668701172,0.0,2.6052801461723516,5.723455193774517,10.188285352410642,28.96980705743337,57.15965137283722
SBFC.NS,96.87000274658203,96.87000274658203,97.02999877929688,101.86000061035156,108.72000122070312,103.36000061035156,80.80999755859375,0.0,-0.16489336774987348,-4.8988786902308545,-10.899556973022314,-6.279022663937131,19.873785018176104
NAVA.NS,577.5999755859375,577.5999755859375,564.9000244140625,530.75,529.6500244140625,578.38525390625,372.5422668457031,0.0,2.2481767787225557,8.827126817887423,9.053138669241209,-0.13577080587877247,55.04280372706373
CEATLTD.NS,3723.10009765625,3723.10009765625,3875.699951171875,3718.199951171875,3877.800048828125,3091.5,2677.192626953125,0.0,-3.9373495223613526,0.13178813804326492,-3.989374109648214,20.430215030122916,39.067322245446995
BHEL.NS,261.79998779296875,261.79998779296875,261.6000061035156,242.5,282.5,221.3300018310547,186.1787872314453,0.0,0.07644559816026604,7.958757852770619,-7.327437949391593,18.284907435552075,40.617517003973234
HEROMOTOCO.NS,5511.0,5511.0,5592.0,5281.064453125,5887.7392578125,4618.0869140625,3710.96142578125,0.0,-1.448497854077253,4.3539621399420465,-6.398708253131301,19.335129514745542,48.50598989559146
IDFCFIRSTB.NS,70.97000122070312,70.97000122070312,84.61000061035156,82.98999786376953,78.33000183105469,68.7699966430664,59.32582092285156,0.0,-16.12102504580252,-14.483669059490248,-9.396145076347514,3.1990761742439746,19.627508084538565
BALKRISIND.NS,2518.5,2518.5,2539.300048828125,2404.221923828125,2315.476318359375,2391.443603515625,2631.115234375,0.0,-0.8191252876053039,4.753224943141506,8.768117386079636,5.312958093495967,-4.280133112518382
FINPIPE.NS,182.64999389648438,182.64999389648438,191.30999755859375,173.77000427246094,179.9499969482422,187.49253845214844,183.46022033691406,0.0,-4.526686410864137,5.110197045342846,1.5004151119928997,-2.5827932117415804,-0.44163603365446397
DBREALTY.NS,112.86000061035156,112.86000061035156,122.3499984741211,102.6500015258789,135.97999572753906,180.91000366210938,125.55000305175781,0.0,-7.75643480353358,9.946418833611641,-17.00249731108439,-37.61538979284788,-10.107528580604505
PIIND.NS,3107.199951171875,3107.199951171875,3023.7314453125,3170.19091796875,3421.77734375,3684.146484375,3152.67041015625,0.0,2.7604470624787445,-1.9869770757287852,-9.19339164930506,-15.66024954898072,-1.4422839392881996
BEL.NS,435.04998779296875,435.04998779296875,447.70001220703125,410.70001220703125,416.3500061035156,384.8999938964844,242.6897430419922,0.0,-2.8255582017301153,5.928895754125966,4.491409010524625,13.029356895747782,79.26179423153157
HONASA.NS,305.6499938964844,305.6499938964844,301.45001220703125,271.79998779296875,290.25,285.1499938964844,223.25999450683594,0.0,1.3932597509960098,12.454013106615488,5.3057687843184755,7.189198821249825,36.903162866971115
CENTRALBK.NS,39.38999938964844,39.38999938964844,38.599998474121094,36.310001373291016,37.83548355102539,35.73200607299805,44.876102447509766,0.0,2.0466345770894017,8.482505920870091,4.108618927855404,10.237301844115217,-12.224998960812737
CHOLAHLDNG.NS,1662.300048828125,1662.300048828125,1757.0,1622.5,1844.300048828125,1883.699951171875,1495.1695556640625,0.0,-5.389866315986056,2.4530076319337444,-9.868242432441699,-11.753459047764702,11.178029443612727
ATHERENERG.NS,698.8499755859375,698.8499755859375,728.5,621.2000122070312,695.9000244140625,416.45001220703125,,0.0,-4.0700102146962935,12.499993859148116,0.4239044501196583,67.81125107483868,
ACMESOLAR.NS,231.60000610351562,231.60000610351562,230.92999267578125,198.7847900390625,237.84036254882812,276.2565002441406,181.34645080566406,0.0,0.29013703242742217,16.507910921154846,-2.623758380805263,-16.16486638365432,27.711353089399402
GLENMARK.NS,2058.60009765625,2058.60009765625,2030.199951171875,1967.699951171875,1844.199951171875,2039.5972900390625,1375.9251708984375,0.0,1.3988842068477947,4.619614206436245,11.625645383416098,0.9316941001046122,49.61570158005369
PNBHOUSING.NS,831.7000122070312,831.7000122070312,865.2000122070312,812.4000244140625,887.1500244140625,767.0,796.2424926757812,0.0,-3.871937069735487,2.3756754324187423,-6.250353455567384,8.435464433772001,4.453105662835782
AKZOINDIA.NS,3117.800048828125,3117.800048828125,3066.300048828125,2938.60009765625,3385.0,3421.0,3157.833984375,0.0,1.6795486149400876,6.098140108101139,-7.893647006554653,-8.862904155857205,-1.2677656819504568
SYRMA.NS,826.9500122070312,826.9500122070312,868.2000122070312,665.3499755859375,835.9000244140625,691.3702392578125,426.36077880859375,0.0,-4.751209331953281,24.28797513350495,-1.070703666183633,19.610299265233625,93.95546056507091
MANAPPURAM.NS,305.29998779296875,305.29998779296875,310.1499938964844,294.25,276.62994384765625,265.064208984375,186.97642517089844,0.0,-1.5637614699210223,3.755305961926508,10.364042137499572,15.179634761992922,63.28261036861803
LTF.NS,297.45001220703125,297.45001220703125,300.25,288.0,288.70001220703125,202.0800018310547,130.19284057617188,0.0,-0.9325521375416319,3.2812542385525174,3.0308277208264336,47.194185229525544,128.4687935916125
OBEROIRLTY.NS,1511.9000244140625,1511.9000244140625,1541.300048828125,1453.9000244140625,1653.163330078125,1615.1102294921875,1582.7420654296875,0.0,-1.9074822216748653,3.989270171680108,-8.545030191141894,-6.390288612720611,-4.475905617406624
HINDALCO.NS,922.8499755859375,922.8499755859375,899.25,950.2999877929688,777.7000122070312,695.25,606.9985961914062,0.0,2.6244065149777596,-2.888562828542462,18.664004256215176,32.73642223458288,52.034943964669914
LEMONTREE.NS,113.66999816894531,113.66999816894531,123.76000213623047,124.02999877929688,153.75,145.25,124.08000183105469,0.0,-8.152879600129975,-8.352818440953543,-26.068293873856707,-21.74182570124247,-8.389751376924918
CHAMBLFERT.NS,458.0,458.0,459.6000061035156,435.54998779296875,459.1499938964844,522.9627685546875,526.2814331054688,0.0,-0.34813013104165536,5.154405426754938,-0.25046148573915517,-12.422063760719553,-12.974319215966887
CANBK.NS,157.02999877929688,157.02999877929688,151.94000244140625,151.80999755859375,145.77000427246094,109.26000213623047,81.7219467163086,0.0,3.350004117482832,3.4385095215408152,7.724493501275963,43.72139457173408,92.15156403996878
AMBER.NS,7929.5,7929.5,7894.0,5565.5,7196.0,6895.0,5514.25,0.0,0.4497086394730175,42.47596801724912,10.193162868260144,15.003625815808558,43.800154146076075
MINDACORP.NS,573.6500244140625,573.6500244140625,586.0499877929688,542.349853515625,594.5968627929688,494.64825439453125,500.2227783203125,0.0,-2.115854216737349,5.771214041184534,-3.5228639250657596,15.971302702004376,14.678908933397594
SBIN.NS,1223.300048828125,1223.300048828125,1218.9000244140625,1029.5,972.5999755859375,826.5499877929688,711.5131225585938,0.0,0.36098320829697544,18.824676913853814,25.776277969897603,48.00073400213186,71.9293727751852
NATIONALUM.NS,343.0,343.0,344.04998779296875,366.0658874511719,247.57965087890625,180.3678436279297,172.6658172607422,0.0,-0.3051846621778047,-6.301020729293862,38.54127299329815,90.16693502615395,98.6496258735663
HUDCO.NS,190.0800018310547,190.0800018310547,197.02999877929688,194.80279541015625,228.6616668701172,205.90536499023438,175.26499938964844,0.0,-3.5273800899868175,-2.424397231650473,-16.872817191950844,-7.685745905615547,8.452915580976665
ALKEM.NS,5495.5,5495.5,5420.30419921875,5704.51318359375,5654.4169921875,5345.408203125,4748.14990234375,0.0,1.3872985356078036,-3.663996854190371,-2.8104929722563754,2.8078640801885673,15.739816834496906
RKFORGE.NS,543.9500122070312,543.9500122070312,551.6500244140625,510.5,535.0,565.2000122070312,647.1704711914062,0.0,-1.3958147133610395,6.552401999418462,1.6728994779497666,-3.7597309874466496,-15.949500723410889
IDEA.NS,10.90999984741211,10.90999984741211,11.5600004196167,9.930000305175781,9.970000267028809,6.150000095367432,8.069999694824219,0.0,-5.622842116005237,9.869078671886104,9.428280393250512,77.39836875173725,35.19207261444329
INDIACEM.NS,425.75,425.75,430.20001220703125,431.5,403.70001220703125,368.8999938964844,270.3500061035156,0.0,-1.0344054116134491,-1.3325608342989572,5.461973526436446,15.41068231068285,57.48103953694106
ABBOTINDIA.NS,26365.0,26365.0,26460.0,27780.0,29575.0,33265.0,28922.677734375,0.0,-0.35903250188964475,-5.093592512598992,-10.853761622992392,-20.74252217044942,-8.84315677083787
ICICIPRULI.NS,661.4000244140625,661.4000244140625,648.8499755859375,638.7000122070312,610.9000244140625,626.5999755859375,572.4413452148438,0.0,1.9341988595733248,3.554096097257183,8.266491730530944,5.553790326209838,15.540226076058769
SHRIRAMFIN.NS,1061.699951171875,1061.699951171875,1076.199951171875,1003.5499877929688,823.2999877929688,612.71630859375,547.542236328125,0.0,-1.3473332705703005,5.794426195628884,28.95663390181606,73.27757336973629,93.90284086424911
MANKIND.NS,2054.699951171875,2054.699951171875,2075.60009765625,2107.60009765625,2242.10009765625,2472.60009765625,2384.060302734375,0.0,-1.0069447630097565,-2.5099707740193424,-8.358241752019515,-16.901242820482693,-13.815101538528337
ADANIPOWER.NS,144.30999755859375,144.30999755859375,144.49000549316406,132.9600067138672,149.1199951171875,116.80999755859375,96.94999694824219,0.0,-0.12458158192735955,8.536394608607376,-3.2255885971655,23.54250541457769,48.84992480776994
COFORGE.NS,1212.199951171875,1212.199951171875,1372.800048828125,1632.4993896484375,1793.21533203125,1634.4613037109375,1524.141845703125,0.0,-11.698724646269094,-25.745763896859707,-32.40075915485479,-25.83489444383576,-20.46672331782501
BAYERCROP.NS,4711.2998046875,4711.2998046875,4830.2998046875,4385.2001953125,4544.60009765625,5537.05712890625,4579.7666015625,0.0,-2.463615195986759,7.43636766512005,3.6680830754992213,-14.913288864365828,2.872050359075596
KSB.NS,710.4000244140625,710.4000244140625,724.0499877929688,693.4500122070312,715.0999755859375,800.5499877929688,601.0504760742188,0.0,-1.8852238946255258,2.4443019552461673,-0.6572439284484608,-11.26100365418031,18.193072411166526
J&KBANK.NS,110.05000305175781,110.05000305175781,105.18000030517578,104.0999984741211,105.05000305175781,101.91896057128906,93.65023040771484,0.0,4.630160422563133,5.71566250225822,4.759638129221678,7.977948788813779,17.511726957472565
GODREJAGRO.NS,638.3499755859375,638.3499755859375,640.9000244140625,513.0,574.8499755859375,752.5499877929688,681.050537109375,0.0,-0.39788558760882575,24.434693096673975,11.046360389121567,-15.175073292067928,-6.269808068087595
BSE.NS,2751.10009765625,2751.10009765625,2824.0,2685.39990234375,2858.300048828125,2482.0,1723.264892578125,0.0,-2.5814413011242916,2.4465702577541064,-3.750479282810982,10.842066787117243,59.64464369377429
SAGILITY.NS,42.400001525878906,42.400001525878906,45.70000076293945,51.689998626708984,48.470001220703125,44.3356819152832,46.54347610473633,0.0,-7.221004774548474,-17.97252340422737,-12.523209288122574,-4.365965077751601,-8.90237456595077
IOB.NS,36.47999954223633,36.47999954223633,36.540000915527344,34.09000015258789,38.88999938964844,36.16999816894531,45.18000030517578,0.0,-0.16420736668760888,7.010851800970157,-6.196965505876537,0.857067705237473,-19.25630965952603
ABSLAMC.NS,927.1500244140625,927.1500244140625,906.8499755859375,780.5,734.0,854.5499877929688,624.4410400390625,0.0,2.238523391370072,18.789240796164318,26.314717222624317,8.495703897743487,48.47679203725363
EMAMILTD.NS,474.70001220703125,474.70001220703125,488.1499938964844,498.4784240722656,507.2236328125,571.0482788085938,527.0089111328125,0.0,-2.755296908250149,-4.770198812413827,-6.412086997036949,-16.87217529182973,-9.92561943845363
SUMICHEM.NS,404.8500061035156,404.8500061035156,413.8999938964844,418.8500061035156,451.70001220703125,586.4500122070312,475.3827209472656,0.0,-2.18651556569777,-3.3424853279195146,-10.371929341910775,-30.965982150820786,-14.83703797714899
GICRE.NS,386.1000061035156,386.1000061035156,385.20001220703125,370.6000061035156,380.0,375.880859375,367.8037109375,0.0,0.23364326790328874,4.1824068388359805,1.6052647640830593,2.718719635127903,4.974472693432033
CUB.NS,288.8500061035156,288.8500061035156,287.25,275.45001220703125,262.7300109863281,211.32000732421875,156.2875213623047,0.0,0.557008217063751,4.86476431390128,9.941763036178887,36.68843275229784,84.81962192867944
UNIONBANK.NS,200.6199951171875,200.6199951171875,193.11000061035156,172.77000427246094,150.88999938964844,134.83999633789062,106.13465881347656,0.0,3.888972338615056,16.119691008866738,32.95778111783246,48.78374411584911,89.02401662190444
ELECON.NS,419.70001220703125,419.70001220703125,439.1000061035156,375.0,514.3499755859375,551.9905395507812,443.8926086425781,0.0,-4.4181265376504975,11.920003255208334,-18.40186018694428,-23.96608598607689,-5.45010121018409
WHIRLPOOL.NS,904.25,904.25,930.6500244140625,796.75,1180.300048828125,1235.9339599609375,979.1741333007812,0.0,-2.836729567667928,13.49231251961092,-23.388124833359498,-26.836705738826094,-7.651768031107309
ABREL.NS,1267.800048828125,1267.800048828125,1370.4000244140625,1288.5999755859375,1741.5,1775.0999755859375,2062.69970703125,0.0,-7.486863233952863,-1.6141492435117109,-27.200686257357166,-28.578667891106214,-38.53685805517411
POWERINDIA.NS,24903.0,24903.0,23569.0,16501.0,21563.0,20395.0,10491.0576171875,0.0,5.659977088548517,50.91812617417126,15.489495895747346,22.103456729590587,137.37358909554948
PNB.NS,131.02999877929688,131.02999877929688,128.1699981689453,120.1500015258789,122.37000274658203,106.27999877929688,89.27314758300781,0.0,2.2314119148084064,9.055345081351952,7.076894531618967,23.28754260846044,46.77425667943743
TRIVENI.NS,380.0,380.0,386.25,329.572509765625,360.19915771484375,328.1211242675781,365.5020751953125,0.0,-1.6181229773462782,15.300878786958425,5.497192833757773,15.810891739513663,3.966577972762611
BHARTIHEXA.NS,1653.699951171875,1653.699951171875,1703.0999755859375,1615.199951171875,1759.300048828125,1700.9000244140625,1331.7628173828125,0.0,-2.9005945113155693,2.383605817475856,-6.002392697402046,-2.775005736063018,24.17375898973776
MFSL.NS,1841.9000244140625,1841.9000244140625,1836.4000244140625,1599.0,1661.5,1598.300048828125,1062.050048828125,0.0,0.2994990158396931,15.190745741967637,10.857660211499399,15.241191775258045,73.42874061786735
MPHASIS.NS,2223.0,2223.0,2435.800048828125,2752.800048828125,2747.10009765625,2720.199951171875,2528.427490234375,0.0,-8.73635128345219,-19.245860194374174,-19.078303630195265,-18.27806632220837,-12.079740922531384
COCHINSHIP.NS,1489.9000244140625,1489.9000244140625,1529.0999755859375,1484.9547119140625,1693.37109375,1680.87255859375,1227.603515625,0.0,-2.5635963506476367,0.3330278331266843,-12.015740087150492,-11.361511805479099,21.366549170847033
UPL.NS,630.5499877929688,630.5499877929688,747.6500244140625,702.5499877929688,750.8499755859375,683.75,625.0797119140625,0.0,-15.662413267874326,-10.248381076225618,-16.021840807691415,-7.780623357518282,0.8751325270429378
AUROPHARMA.NS,1164.4000244140625,1164.4000244140625,1159.5999755859375,1132.5,1207.699951171875,1078.199951171875,1165.2259521484375,0.0,0.41394005943295836,2.816779197709713,-3.5853215623464267,7.994813313476621,-0.07088133703614811
BEML.NS,1697.9000244140625,1697.9000244140625,1765.0999755859375,1643.0364990234375,1901.1651611328125,2023.480712890625,1285.7708740234375,0.0,-3.8071470229082918,3.3391543902545036,-10.691608539556558,-16.090130555850823,32.053078718527
ATUL.NS,6468.0,6468.0,6641.0,5826.5,5971.0,6349.0,5376.9287109375,0.0,-2.605029363047734,11.01004033296147,8.32356389214537,1.8743109151047408,20.29171945023361
SHYAMMETL.NS,830.9000244140625,830.9000244140625,892.6500244140625,779.0999755859375,826.2000122070312,955.0755004882812,720.1792602539062,0.0,-6.917604695136018,6.648703690327773,0.5688709922039445,-13.001639766775943,15.374056192776303
LTFOODS.NS,408.70001220703125,408.70001220703125,421.54998779296875,344.97216796875,407.1549072265625,456.8821716308594,374.01025390625,0.0,-3.0482685228420334,18.473329200300636,0.3794882372887555,-10.545861146614664,9.275082150415223
INDUSTOWER.NS,469.8999938964844,469.8999938964844,477.75,413.1499938964844,397.0,333.0,337.04998779296875,0.0,-1.6431200635302197,13.735931462755591,18.362718865613193,41.11110927822354,39.41552022399659
